,YEAR,COMPETITION,STAGE,Home,HomeScore,AwayScore,Away,ExtraEnd
2962,1,India League Play,5,Hyderabad,4,9,Pune,False
2963,1,India League Play,5,Chennai,8,10,Ahmedabad,False
2964,1,Indonesia League Play,5,Jakarta,16,11,Malang,False
2965,1,Indonesia League Play,5,Samarinda,7,8,Padang,False
2966,1,Indonesia League Play,5,Tasikmalaya,11,9,Bandar Lampung,False
2967,1,Indonesia League Play,5,Banjarmasin,8,9,Bogor,False
2968,1,Indonesia League Play,5,Pontianak,11,12,Pekanbaru,False
2969,1,Indonesia League Play,5,Surabaya,13,9,Batam,False
2970,1,Indonesia League Play,5,Bandung,11,10,Palembang,True
2971,1,Indonesia League Play,5,Bekasi,9,10,Makassar,False
2972,1,Indonesia League Play,5,Medan,10,11,Semarang,False
2973,1,Indonesia League Play,5,Depok,9,11,Tangerang,False
2974,1,Iraq League Play,5,Baghdad,9,7,Samawah,False
2975,1,Iraq League Play,5,Amarah,8,6,Dohuk,False
2976,1,Iraq League Play,5,Fallujah,9,10,Kut,False
2977,1,Iraq League Play,5,Diyala,9,17,Diwaniyah,False
2978,1,Iraq League Play,5,Tikrit,10,9,Baqubah,True
2979,1,Iraq League Play,5,Basra,14,10,Hillah,False
2980,1,Iraq League Play,5,Mosul,9,7,Ramadi,False
2981,1,Iraq League Play,5,Erbil,12,8,Nasiriyah,False
2982,1,Iraq League Play,5,Kirkuk,5,6,Karbala,False
2983,1,Iraq League Play,5,Sulaymaniyah,8,6,Najaf,False
2984,1,Ireland League Play,5,Dublin,15,7,Portlaoise,False
2985,1,Ireland League Play,5,Tralee,10,13,Newbridge,False
2986,1,Ireland League Play,5,Ennis,15,10,Carlow,False
2987,1,Ireland League Play,5,Mullingar,20,10,Naas,False
2988,1,Ireland League Play,5,Athlone,10,15,Balbriggan,False
2989,1,Ireland League Play,5,Cork,14,9,Navan,False
2990,1,Ireland League Play,5,Limerick,7,11,Kilkenny,False
2991,1,Ireland League Play,5,Galway,8,9,Bray,False
2992,1,Ireland League Play,5,Waterford,7,8,Dundalk,False
2993,1,Ireland League Play,5,Drogheda,8,9,Swords,False
2994,1,Israel League Play,5,Jerusalem,14,9,Kfar Saba,False
2995,1,Israel League Play,5,Modi'in,10,9,Herzliya,True
2996,1,Israel League Play,5,Nazareth,9,11,Bat Yam,False
2997,1,Israel League Play,5,Lod,9,15,Ashkelon,False
2998,1,Israel League Play,5,Ramla,8,7,Rehovot,False
2999,1,Israel League Play,5,Tel Aviv,12,10,Ramat Gan,False
3000,1,Israel League Play,5,Haifa,10,15,Holon,False
3001,1,Israel League Play,5,Petah Tikva,12,8,Bnei Brak,False
3002,1,Israel League Play,5,Rishon LeZion,8,13,Beer Sheva,False
3003,1,Israel League Play,5,Ashdod,9,13,Netanya,False
3004,1,Italy League Play,5,Rome,9,8,Taranto,False
3005,1,Italy League Play,5,Brescia,8,9,Trieste,False
3006,1,Italy League Play,5,Parma,9,7,Padua,False
3007,1,Italy League Play,5,Modena,8,9,Messina,False
3008,1,Italy League Play,5,Reggio Calabria,10,13,Verona,False
3009,1,Italy League Play,5,Milan,10,11,Venice,False
3010,1,Italy League Play,5,Naples,11,13,Catania,False
3011,1,Italy League Play,5,Turin,13,7,Bari,False
3012,1,Italy League Play,5,Palermo,10,7,Florence,False
3013,1,Italy League Play,5,Genoa,9,12,Bologna,False
3014,1,Japan League Play,5,Tokyo,14,11,Hamamatsu,False
3015,1,Japan League Play,5,Niigata,9,8,Sakai,True
3016,1,Japan League Play,5,Okayama,10,16,Kitakyushu,False
3017,1,Japan League Play,5,Sagamihara,8,13,Chiba,False
3018,1,Japan League Play,5,Shizuoka,8,9,Sendai,False
3019,1,Japan League Play,5,Yokohama,12,9,Hiroshima,False
3020,1,Japan League Play,5,Osaka,15,9,Saitama,False
3021,1,Japan League Play,5,Nagoya,6,3,Kyoto,False
3022,1,Japan League Play,5,Sapporo,9,11,Kawasaki,False
3023,1,Japan League Play,5,Fukuoka,9,11,Kobe,False
3024,1,Kazakhstan League Play,5,Almaty,10,9,Kostanay,False
3025,1,Kazakhstan League Play,5,Aktau,8,9,Petropavl,False
3026,1,Kazakhstan League Play,5,Rudny,10,9,Oral,True
3027,1,Kazakhstan League Play,5,Ekibastuz,9,8,Kyzylorda,False
3028,1,Kazakhstan League Play,5,Kokshetau,14,11,Turkestan,False
3029,1,Kazakhstan League Play,5,Shymkent,24,9,Temirtau,False
3030,1,Kazakhstan League Play,5,Astana,16,10,Ust-Kamenogorsk,False
3031,1,Kazakhstan League Play,5,Karaganda,8,11,Atyrau,False
3032,1,Kazakhstan League Play,5,Aktobe,9,10,Semey,False
3033,1,Kazakhstan League Play,5,Taraz,8,11,Pavlodar,False
3034,1,Kenya League Play,5,Nairobi,21,9,Nyeri,False
3035,1,Kenya League Play,5,Wajir,8,10,Kericho,False
3036,1,Kenya League Play,5,Naivasha,6,5,Malindi,False
3037,1,Kenya League Play,5,Embu,9,12,Meru,False
3038,1,Kenya League Play,5,Lamu,10,12,Kisii,False
3039,1,Kenya League Play,5,Mombasa,11,8,Kitale,False
3040,1,Kenya League Play,5,Kisumu,15,8,Garissa,False
3041,1,Kenya League Play,5,Nakuru,9,8,Thika,False
3042,1,Kenya League Play,5,Eldoret,12,8,Machakos,False
3043,1,Kenya League Play,5,Ruiru,8,9,Kikuyu,False
3044,1,Kuwait League Play,5,Kuwait City,16,7,Fintas,False
3045,1,Kuwait League Play,5,Abu Halifa,10,9,Mishref,True
3046,1,Kuwait League Play,5,Ruq'i,8,11,Salwa,False
3047,1,Kuwait League Play,5,Um Al Hayman,9,17,Bayan,False
3048,1,Kuwait League Play,5,Sabahiya,9,13,Ar Riqqah,False
3049,1,Kuwait League Play,5,Hawalli,15,10,Al-Mangaf,False
3050,1,Kuwait League Play,5,Al Farwaniyah,15,7,Sabah Al-Salem,False
3051,1,Kuwait League Play,5,Al Ahmadi,11,6,Rumaithiyya,False
3052,1,Kuwait League Play,5,Jahra,13,9,Fahaheel,False
3053,1,Kuwait League Play,5,Mubarak Al-Kabeer,8,7,Salmiya,True
3054,1,Malaysia League Play,5,Kuala Lumpur,11,9,Kuantan,False
3055,1,Malaysia League Play,5,Alor Setar,11,10,Malacca,True
3056,1,Malaysia League Play,5,Kuala Terengganu,7,13,Kota Bharu,False
3057,1,Malaysia League Play,5,Miri,14,10,Kota Kinabalu,False
3058,1,Malaysia League Play,5,Putrajaya,9,12,Seremban,False
3059,1,Malaysia League Play,5,Klang,7,5,Ampang Jaya,False
3060,1,Malaysia League Play,5,Johor Bahru,10,13,Kajang,False
3061,1,Malaysia League Play,5,Penang,8,5,Petaling Jaya,False
3062,1,Malaysia League Play,5,Ipoh,8,10,Shah Alam,False
3063,1,Malaysia League Play,5,Subang Jaya,10,9,Kuching,True
3064,1,Mexico League Play,5,Mexico City,9,4,Saltillo,False
3065,1,Mexico League Play,5,San Luis Potosi,11,10,Culiacan,True
3066,1,Mexico League Play,5,Aguascalientes,8,9,Hermosillo,False
3067,1,Mexico League Play,5,Mexicali,8,7,Merida,True
3068,1,Mexico League Play,5,Acapulco,12,10,Naucalpan,False
3069,1,Mexico League Play,5,Puebla,12,8,Chihuahua,False
3070,1,Mexico League Play,5,Ecatepec,8,12,Nezahualcoyotl,False
3071,1,Mexico League Play,5,Tijuana,9,13,Monterrey,False
3072,1,Mexico League Play,5,Leon,14,8,Zapopan,False
3073,1,Mexico League Play,5,Juarez,9,8,Guadalajara,False
3074,1,Morocco League Play,5,Casablanca,16,11,Nador,False
3075,1,Morocco League Play,5,Beni Mellal,12,9,Taza,False
3076,1,Morocco League Play,5,El Jadida,14,7,Khouribga,False
3077,1,Morocco League Play,5,Mohammedia,11,8,Temara,False
3078,1,Morocco League Play,5,Al Hoceima,5,7,Safi,False
3079,1,Morocco League Play,5,Rabat,17,9,Tetouan,False
3080,1,Morocco League Play,5,Fes,9,16,Oujda,False
3081,1,Morocco League Play,5,Tangier,11,10,Kenitra,True
3082,1,Morocco League Play,5,Sale,14,9,Meknes,False
3083,1,Morocco League Play,5,Marrakech,11,8,Agadir,False
3084,1,Netherlands League Play,5,Amsterdam,11,8,Zaanstad,False
3085,1,Netherlands League Play,5,Amersfoort,9,7,Apeldoorn,False
3086,1,Netherlands League Play,5,Dordrecht,8,13,Haarlem,False
3087,1,Netherlands League Play,5,Leiden,7,9,Enschede,False
3088,1,Netherlands League Play,5,Zwolle,7,9,Haarlemmermeer,False
3089,1,Netherlands League Play,5,Rotterdam,16,11,Arnhem,False
3090,1,Netherlands League Play,5,The Hague,3,5,Nijmegen,False
3091,1,Netherlands League Play,5,Utrecht,8,9,Breda,False
3092,1,Netherlands League Play,5,Tilburg,6,12,Almere,False
3093,1,Netherlands League Play,5,Eindhoven,9,7,Groningen,False
3094,1,New Zealand League Play,5,Auckland,18,9,Levin,False
3095,1,New Zealand League Play,5,Masterton,12,10,Gisborne,False
3096,1,New Zealand League Play,5,Taupo,10,9,Invercargill,True
3097,1,New Zealand League Play,5,Timaru,7,12,Whanganui,False
3098,1,New Zealand League Play,5,Blenheim,12,7,Rotorua,False
3099,1,New Zealand League Play,5,Wellington,11,8,Nelson,False
3100,1,New Zealand League Play,5,Christchurch,10,9,New Plymouth,False
3101,1,New Zealand League Play,5,Hamilton,12,6,Whangarei,False
3102,1,New Zealand League Play,5,Tauranga,11,7,Palmerston North,False
3103,1,New Zealand League Play,5,Napier-Hastings,9,8,Dunedin,True
3104,1,Nigeria League Play,5,Lagos,11,8,Warri,False
3105,1,Nigeria League Play,5,Sokoto,9,11,Onitsha,False
3106,1,Nigeria League Play,5,Abeokuta,10,19,Ogbomosho,False
3107,1,Nigeria League Play,5,Asaba,7,6,Enugu,True
3108,1,Nigeria League Play,5,Owerri,10,16,Aba,False
3109,1,Nigeria League Play,5,Kano,14,6,Jos,False
3110,1,Nigeria League Play,5,Ibadan,14,9,Ilorin,False
3111,1,Nigeria League Play,5,Abuja,12,9,Zaria,False
3112,1,Nigeria League Play,5,Port Harcourt,9,7,Maiduguri,False
3113,1,Nigeria League Play,5,Benin City,14,10,Kaduna,False
3114,1,Norway League Play,5,Oslo,14,8,Porsgrunn,False
3115,1,Norway League Play,5,Haugesund,9,7,Alesund,False
3116,1,Norway League Play,5,Lillehammer,13,9,Tonsberg,False
3117,1,Norway League Play,5,Molde,7,11,Bodø,False
3118,1,Norway League Play,5,Kongsberg,8,10,Sarpsborg,False
3119,1,Norway League Play,5,Bergen,14,10,Asker,False
3120,1,Norway League Play,5,Stavanger,9,8,Sandefjord,True
3121,1,Norway League Play,5,Trondheim,9,10,Skien,False
3122,1,Norway League Play,5,Kristiansand,10,12,Sandnes,False
3123,1,Norway League Play,5,Drammen,10,15,Fredrikstad,False
3124,1,Oman League Play,5,Muscat,23,11,Bahla,False
3125,1,Oman League Play,5,Al Suwaiq,8,9,Al Buraymi,False
3126,1,Oman League Play,5,Shinas,8,13,Izki,False
3127,1,Oman League Play,5,Al Hamra,6,13,Al Khaburah,False
3128,1,Oman League Play,5,Khasab,10,9,Saham,False
3129,1,Oman League Play,5,Seeb,14,9,Ibri,False
3130,1,Oman League Play,5,Salalah,16,10,Ibra,False
3131,1,Oman League Play,5,Sohar,12,10,Bidbid,False
3132,1,Oman League Play,5,Al Khuwair,9,10,Rustaq,False
3133,1,Oman League Play,5,Nizwa,7,15,Sur,False
3134,1,Pakistan League Play,5,Karachi,17,8,Jhang,False
3135,1,Pakistan League Play,5,Rahim Yar Khan,9,12,Dera Ghazi Khan,False
3136,1,Pakistan League Play,5,Sheikhupura,6,8,Gujrat,False
3137,1,Pakistan League Play,5,Larkana,10,9,Sialkot,True
3138,1,Pakistan League Play,5,Sukkur,10,9,Sargodha,False
3139,1,Pakistan League Play,5,Lahore,11,7,Quetta,False
3140,1,Pakistan League Play,5,Faisalabad,14,10,Bahawalpur,False
3141,1,Pakistan League Play,5,Gujranwala,10,12,Islamabad,False
3142,1,Pakistan League Play,5,Rawalpindi,11,9,Hyderabad,False
3143,1,Pakistan League Play,5,Multan,7,8,Peshawar,False
3144,1,Peru League Play,5,Lima,19,8,Sullana,False
3145,1,Peru League Play,5,Pisco,11,9,Huanuco,False
3146,1,Peru League Play,5,Tumbes,7,6,Ica,True
3147,1,Peru League Play,5,Puno,6,7,Juliaca,False
3148,1,Peru League Play,5,Ayacucho,10,11,Pucallpa,False
3149,1,Peru League Play,5,Callao,21,9,Tacna,False
3150,1,Peru League Play,5,Arequipa,8,9,Huancayo,False
3151,1,Peru League Play,5,Trujillo,12,9,Cusco,False
3152,1,Peru League Play,5,Piura,4,6,Chimbote,False
3153,1,Peru League Play,5,Iquitos,8,10,Chiclayo,False
3154,1,Philippines League Play,5,Quezon City,8,11,Las Piñas,False
3155,1,Philippines League Play,5,Muntinlupa,11,16,Bacoor,False
3156,1,Philippines League Play,5,Makati,8,9,Parañaque,False
3157,1,Philippines League Play,5,Imus,12,11,Valenzuela,True
3158,1,Philippines League Play,5,Marikina,8,16,Dasmariñas,False
3159,1,Philippines League Play,5,Davao,12,6,Cagayan de Oro,False
3160,1,Philippines League Play,5,Manila,9,8,General Santos,True
3161,1,Philippines League Play,5,Caloocan,9,8,Taguig,True
3162,1,Philippines League Play,5,Zamboanga,8,6,Pasig,False
3163,1,Philippines League Play,5,Cebu City,15,8,Antipolo,False
3164,1,Poland League Play,5,Warsaw,10,6,Rzeszow,False
3165,1,Poland League Play,5,Sosnowiec,13,9,Kielce,False
3166,1,Poland League Play,5,Torun,10,9,Radom,False
3167,1,Poland League Play,5,Zabrze,12,11,Czestochowa,True
3168,1,Poland League Play,5,Gliwice,8,6,Gdynia,False
3169,1,Poland League Play,5,Krakow,7,8,Bialystok,False
3170,1,Poland League Play,5,Lodz,15,7,Katowice,False
3171,1,Poland League Play,5,Wroclaw,9,14,Bydgoszcz,False
3172,1,Poland League Play,5,Poznan,9,13,Lublin,False
3173,1,Poland League Play,5,Gdansk,7,14,Szczecin,False
3174,1,Portugal League Play,5,Lisbon,12,7,Portimao,False
3175,1,Portugal League Play,5,Faro,11,10,Aveiro,False
3176,1,Portugal League Play,5,Viseu,7,13,Queluz,False
3177,1,Portugal League Play,5,Évora,10,11,Loures,False
3178,1,Portugal League Play,5,Leiria,7,9,Barreiro,False
3179,1,Portugal League Play,5,Vila Nova de Gaia,14,10,Agualva-Cacem,False
3180,1,Portugal League Play,5,Porto,9,8,Coimbra,True
3181,1,Portugal League Play,5,Braga,7,8,Funchal,False
3182,1,Portugal League Play,5,Amadora,17,9,Sintra,False
3183,1,Portugal League Play,5,Almada,10,9,Setúbal,False
3184,1,Qatar League Play,5,Doha,17,8,Madinat ash Shamal,False
3185,1,Qatar League Play,5,Al Shahaniya,17,9,Fereej Bin Mahmoud,False
3186,1,Qatar League Play,5,Education City,10,17,Fereej Abdul Aziz,False
3187,1,Qatar League Play,5,West Bay,10,9,Madinat Khalifa,True
3188,1,Qatar League Play,5,Ain Khaled,9,20,Al Aziziyah,False
3189,1,Qatar League Play,5,Al Rayyan,8,7,Al Markhiya,True
3190,1,Qatar League Play,5,Al Wakrah,8,7,Al Khor,False
3191,1,Qatar League Play,5,Lusail,12,8,Mesaieed,False
3192,1,Qatar League Play,5,Al Daayen,13,11,Umm Salal,False
3193,1,Qatar League Play,5,Muaither,9,8,The Pearl,False
3194,1,Romania League Play,5,Bucharest,14,8,Targu Mures,False
3195,1,Romania League Play,5,Buzau,11,13,Pitesti,False
3196,1,Romania League Play,5,Baia Mare,8,9,Sibiu,False
3197,1,Romania League Play,5,Ramnicu Valcea,9,14,Bacau,False
3198,1,Romania League Play,5,Botoșani,8,12,Arad,False
3199,1,Romania League Play,5,Cluj-Napoca,11,10,Braila,False
3200,1,Romania League Play,5,Timisoara,16,9,Ploiesti,False
3201,1,Romania League Play,5,Constanta,9,10,Oradea,False
3202,1,Romania League Play,5,Iasi,8,7,Galati,False
3203,1,Romania League Play,5,Brasov,9,10,Craiova,False
3204,1,Russia League Play,5,Moscow,13,9,Krasnodar,False
3205,1,Russia League Play,5,Saratov,9,10,Volgograd,False
3206,1,Russia League Play,5,Tyumen,7,6,Perm,False
3207,1,Russia League Play,5,Tolyatti,6,12,Voronezh,False
3208,1,Russia League Play,5,Izhevsk,9,16,Krasnoyarsk,False
3209,1,Russia League Play,5,Saint Petersburg,7,8,Ufa,False
3210,1,Russia League Play,5,Novosibirsk,8,7,Rostov-on-Don,True
3211,1,Russia League Play,5,Yekaterinburg,14,10,Omsk,False
3212,1,Russia League Play,5,Kazan,8,9,Samara,False
3213,1,Russia League Play,5,Nizhny Novgorod,10,12,Chelyabinsk,False
3214,1,Saudi Arabia League Play,5,Riyadh,10,9,Hafar Al-Batin,True
3215,1,Saudi Arabia League Play,5,Jizan,8,10,Najran,False
3216,1,Saudi Arabia League Play,5,Al-Qatif,10,13,Jubail,False
3217,1,Saudi Arabia League Play,5,Yanbu,9,18,Hail,False
3218,1,Saudi Arabia League Play,5,Khurais,6,8,Al-Ahsa,False
3219,1,Saudi Arabia League Play,5,Jeddah,10,13,Abha,False
3220,1,Saudi Arabia League Play,5,Mecca,10,9,Qassim,True
3221,1,Saudi Arabia League Play,5,Medina,13,10,Khamis Mushait,False
3222,1,Saudi Arabia League Play,5,Dammam,7,5,Tabuk,False
3223,1,Saudi Arabia League Play,5,Taif,9,8,Khobar,False
3224,1,Singapore League Play,5,Singapore,18,9,Toa Payoh,False
3225,1,Singapore League Play,5,Bishan,12,9,Geylang,False
3226,1,Singapore League Play,5,Clementi,8,14,Pasir Ris,False
3227,1,Singapore League Play,5,Queenstown,9,15,Serangoon,False
3228,1,Singapore League Play,5,Kallang,6,12,Bukit Batok,False
3229,1,Singapore League Play,5,Bedok,16,7,Ang Mo Kio,False
3230,1,Singapore League Play,5,Jurong West,6,8,Choa Chu Kang,False
3231,1,Singapore League Play,5,Tampines,15,9,Punggol,False
3232,1,Singapore League Play,5,Woodlands,12,10,Yishun,False
3233,1,Singapore League Play,5,Sengkang,6,5,Hougang,False
3234,1,Slovakia League Play,5,Bratislava,17,9,Levice,False
3235,1,Slovakia League Play,5,Humenne,11,8,Komarno,False
3236,1,Slovakia League Play,5,Bardejov,8,11,Spišská Nová Ves,False
3237,1,Slovakia League Play,5,Prievidza,9,15,Nove Zamky,False
3238,1,Slovakia League Play,5,Zvolen,10,9,Michalovce,False
3239,1,Slovakia League Play,5,Kosice,11,9,Povazska Bystrica,False
3240,1,Slovakia League Play,5,Prešov,11,9,Trenčín,False
3241,1,Slovakia League Play,5,Banská Bystrica,9,4,Poprad,False
3242,1,Slovakia League Play,5,Zilina,11,8,Martin,False
3243,1,Slovakia League Play,5,Trnava,8,9,Nitra,False
3244,1,South Africa League Play,5,Johannesburg,13,6,Newcastle,False
3245,1,South Africa League Play,5,Krugersdorp,15,9,Welkom,False
3246,1,South Africa League Play,5,Richards Bay,7,9,Boksburg,False
3247,1,South Africa League Play,5,Witbank,7,11,Bloemfontein,False
3248,1,South Africa League Play,5,Vanderbijlpark,7,10,Vereeniging,False
3249,1,South Africa League Play,5,Cape Town,15,9,Tembisa,False
3250,1,South Africa League Play,5,Durban,12,9,Benoni,False
3251,1,South Africa League Play,5,Ekurhuleni,13,8,East London,False
3252,1,South Africa League Play,5,Pretoria,14,9,Pietermaritzburg,False
3253,1,South Africa League Play,5,Soweto,9,8,Port Elizabeth,True
3254,1,South Korea League Play,5,Seoul,10,8,Namyangju,False
3255,1,South Korea League Play,5,Ansan,8,11,Hwaseong,False
3256,1,South Korea League Play,5,Jeonju,9,8,Bucheon,False
3257,1,South Korea League Play,5,Cheonan,11,9,Cheongju,False
3258,1,South Korea League Play,5,Anyang,10,13,Seongnam,False
3259,1,South Korea League Play,5,Busan,4,6,Changwon,False
3260,1,South Korea League Play,5,Incheon,10,9,Goyang,True
3261,1,South Korea League Play,5,Daegu,12,10,Yongin,False
3262,1,South Korea League Play,5,Daejeon,10,9,Ulsan,False
3263,1,South Korea League Play,5,Gwangju,8,11,Suwon,False
3264,1,Spain League Play,5,Madrid,10,14,Hospitalet,False
3265,1,Spain League Play,5,La Coruna,10,8,Gijon,False
3266,1,Spain League Play,5,Vitoria,9,17,Vigo,False
3267,1,Spain League Play,5,Granada,7,9,Valladolid,False
3268,1,Spain League Play,5,Elche,12,9,Cordoba,False
3269,1,Spain League Play,5,Barcelona,11,8,Alicante,False
3270,1,Spain League Play,5,Valencia,9,12,Bilbao,False
3271,1,Spain League Play,5,Zaragoza,11,12,Las Palmas,False
3272,1,Spain League Play,5,Seville,8,11,Palma,False
3273,1,Spain League Play,5,Malaga,10,9,Murcia,True
3274,1,Sweden League Play,5,Stockholm,10,9,Huddinge,False
3275,1,Sweden League Play,5,Eskilstuna,10,8,Nacka,False
3276,1,Sweden League Play,5,Karlstad,10,9,Gavle,True
3277,1,Sweden League Play,5,Sodertalje,9,8,Boras,True
3278,1,Sweden League Play,5,Sundsvall,11,10,Vasteras,True
3279,1,Sweden League Play,5,Gothenburg,11,9,Umea,False
3280,1,Sweden League Play,5,Malmo,5,9,Lund,False
3281,1,Sweden League Play,5,Uppsala,11,8,Jonkoping,False
3282,1,Sweden League Play,5,Linkoping,8,7,Norrkoping,True
3283,1,Sweden League Play,5,Orebro,12,8,Helsingborg,False
3284,1,Switzerland League Play,5,Zurich,10,9,Schaffhausen,True
3285,1,Switzerland League Play,5,Sion,10,12,La Chaux-de-Fonds,False
3286,1,Switzerland League Play,5,Chur,10,9,Fribourg,True
3287,1,Switzerland League Play,5,Vernier,9,14,Koniz,False
3288,1,Switzerland League Play,5,Uster,9,10,Thun,False
3289,1,Switzerland League Play,5,Geneva,16,9,Neuchatel,False
3290,1,Switzerland League Play,5,Basel,10,8,Biel,False
3291,1,Switzerland League Play,5,Lausanne,11,10,Lugano,False
3292,1,Switzerland League Play,5,Bern,9,7,Lucerne,False
3293,1,Switzerland League Play,5,Winterthur,11,13,St. Gallen,False
3294,1,Thailand League Play,5,Bangkok,13,5,Nakhon Si Thammarat,False
3295,1,Thailand League Play,5,Nakhon Pathom,8,9,Rayong,False
3296,1,Thailand League Play,5,Songkhla,9,11,Mueang Nakhon Sawan,False
3297,1,Thailand League Play,5,Lampang,9,14,Phitsanulok,False
3298,1,Thailand League Play,5,Chiang Rai,9,13,Ubon Ratchathani,False
3299,1,Thailand League Play,5,Samut Prakan,15,10,Pattaya,False
3300,1,Thailand League Play,5,Nonthaburi,6,8,Surat Thani,False
3301,1,Thailand League Play,5,Hat Yai,15,7,Chiang Mai,False
3302,1,Thailand League Play,5,Udon Thani,12,10,Khon Kaen,False
3303,1,Thailand League Play,5,Chon Buri,8,10,Nakhon Ratchasima,False
3304,1,Turkey League Play,5,Istanbul,10,8,Kahramanmaras,False
3305,1,Turkey League Play,5,Atasehir,9,15,Pendik,False
3306,1,Turkey League Play,5,Trabzon,8,10,Malatya,False
3307,1,Turkey League Play,5,Erzurum,8,6,Umraniye,False
3308,1,Turkey League Play,5,Sisli,8,16,Esenyurt,False
3309,1,Turkey League Play,5,Ankara,18,11,Diyarbakir,False
3310,1,Turkey League Play,5,Izmir,17,9,Kayseri,False
3311,1,Turkey League Play,5,Gaziantep,12,10,Mersin,False
3312,1,Turkey League Play,5,Bursa,15,9,Antalya,False
3313,1,Turkey League Play,5,Adana,8,9,Konya,False
3314,1,Ukraine League Play,5,Kyiv,11,8,Poltava,False
3315,1,Ukraine League Play,5,Chernihiv,15,8,Kherson,False
3316,1,Ukraine League Play,5,Luhansk,7,9,Symferopol,False
3317,1,Ukraine League Play,5,Bila Tserkva,10,12,Sevastopol,False
3318,1,Ukraine League Play,5,Chernivtsi,10,9,Makiivka,False
3319,1,Ukraine League Play,5,Kharkiv,7,9,Vinnytsia,False
3320,1,Ukraine League Play,5,Odessa,18,9,Mykolaiv,False
3321,1,Ukraine League Play,5,Dnipro,9,8,Mariupol,False
3322,1,Ukraine League Play,5,Donetsk,9,10,Kryvyi Rih,False
3323,1,Ukraine League Play,5,Zaporizhzhia,11,8,Lviv,False
3324,1,United Arab Emirates League Play,5,Dubai,12,7,Al Muwaylih,False
3325,1,United Arab Emirates League Play,5,Ruwais,7,16,Dibba Al-Hisn,False
3326,1,United Arab Emirates League Play,5,Dhaid,9,8,Khor Fakkan,True
3327,1,United Arab Emirates League Play,5,Al Hamriyah,7,9,Kalba,False
3328,1,United Arab Emirates League Play,5,Madinat Zayed,10,16,Umm Al Quwain,False
3329,1,United Arab Emirates League Play,5,Abu Dhabi,10,12,Khalifa City,False
3330,1,United Arab Emirates League Play,5,Sharjah,12,11,Al Quoz,False
3331,1,United Arab Emirates League Play,5,Al Ain,13,7,Fujairah,False
3332,1,United Arab Emirates League Play,5,Deira,9,8,Ras Al Khaimah,False
3333,1,United Arab Emirates League Play,5,Ajman,10,12,Bur Dubai,False
3334,1,United Kingdom League Play,5,London,12,7,Newcastle,False
3335,1,United Kingdom League Play,5,Brighton,9,11,Nottingham,False
3336,1,United Kingdom League Play,5,Plymouth,8,6,Belfast,False
3337,1,United Kingdom League Play,5,Hull,6,10,Leicester,False
3338,1,United Kingdom League Play,5,Stoke,9,12,Cardiff,False
3339,1,United Kingdom League Play,5,Birmingham,8,7,Coventry,False
3340,1,United Kingdom League Play,5,Leeds,10,9,Bristol,True
3341,1,United Kingdom League Play,5,Glasgow,10,13,Liverpool,False
3342,1,United Kingdom League Play,5,Sheffield,9,13,Edinburgh,False
3343,1,United Kingdom League Play,5,Manchester,13,10,Bradford,False
3344,1,United States League Play,5,New York,10,6,Indianapolis,False
3345,1,United States League Play,5,San Francisco,10,11,Charlotte,False
3346,1,United States League Play,5,Seattle,9,7,Columbus,False
3347,1,United States League Play,5,Denver,9,13,Jacksonville,False
3348,1,United States League Play,5,Nashville,7,9,Fort Worth,False
3349,1,United States League Play,5,Los Angeles,16,8,Austin,False
3350,1,United States League Play,5,Chicago,6,5,San Jose,False
3351,1,United States League Play,5,Houston,13,10,Dallas,False
3352,1,United States League Play,5,Philadelphia,10,9,San Diego,False
3353,1,United States League Play,5,Phoenix,11,20,San Antonio,False
3354,1,Vietnam League Play,5,Ho Chi Minh City,18,8,Da Lat,False
3355,1,Vietnam League Play,5,Ca Mau,8,9,Bac Ninh,False
3356,1,Vietnam League Play,5,Rach Gia,13,7,Vinh,False
3357,1,Vietnam League Play,5,My Tho,10,9,Quy Nhon,False
3358,1,Vietnam League Play,5,Nam Dinh,8,13,Long Xuyen,False
3359,1,Vietnam League Play,5,Hanoi,20,11,Thai Nguyen,False
3360,1,Vietnam League Play,5,Haiphong,9,11,Vung Tau,False
3361,1,Vietnam League Play,5,Bien Hoa,6,5,Hue,False
3362,1,Vietnam League Play,5,Can Tho,8,9,Nha Trang,False
3363,1,Vietnam League Play,5,Da Nang,15,10,Buon Ma Thuot,False
3364,1,WCQ Europe STAGE 1 GROUP 1,3,Germany,10,6,Greece,False
3365,1,WCQ Europe STAGE 1 GROUP 1,3,Switzerland,10,12,Denmark,False
3366,1,WCQ Europe STAGE 1 GROUP 1,3,Norway,12,8,Austria,False
3367,1,WCQ Europe STAGE 1 GROUP 2,3,United Kingdom,14,11,Poland,False
3368,1,WCQ Europe STAGE 1 GROUP 2,3,Spain,9,10,Ukraine,False
3369,1,WCQ Europe STAGE 1 GROUP 2,3,Italy,11,8,Ireland,False
3370,1,WCQ Europe STAGE 1 GROUP 3,3,Romania,8,9,Portugal,False
3371,1,WCQ Europe STAGE 1 GROUP 3,3,Hungary,10,12,Slovakia,False
3372,1,WCQ Europe STAGE 1 GROUP 3,3,Russia,10,8,Czech Republic,False
3373,1,WCQ Europe STAGE 1 GROUP 4,3,Belgium,10,16,France,False
3374,1,WCQ Europe STAGE 1 GROUP 4,3,Finland,5,7,Sweden,False
