,YEAR,COMPETITION,STAGE,Home,HomeScore,AwayScore,Away,ExtraEnd
3063,1,Italy League Play,5,Parma,8,9,Padua,False
3064,1,Italy League Play,5,Modena,16,8,Messina,False
3065,1,Italy League Play,5,Reggio Calabria,9,11,Verona,False
3066,1,Italy League Play,5,Milan,8,9,Venice,False
3067,1,Italy League Play,5,Naples,8,10,Catania,False
3068,1,Italy League Play,5,Turin,7,11,Bari,False
3069,1,Italy League Play,5,Palermo,9,8,Florence,False
3070,1,Italy League Play,5,Genoa,10,9,Bologna,True
3071,1,Japan League Play,5,Tokyo,16,9,Hamamatsu,False
3072,1,Japan League Play,5,Niigata,6,9,Sakai,False
3073,1,Japan League Play,5,Okayama,13,8,Kitakyushu,False
3074,1,Japan League Play,5,Sagamihara,9,7,Chiba,False
3075,1,Japan League Play,5,Shizuoka,9,14,Sendai,False
3076,1,Japan League Play,5,Yokohama,7,9,Hiroshima,False
3077,1,Japan League Play,5,Osaka,14,8,Saitama,False
3078,1,Japan League Play,5,Nagoya,9,8,Kyoto,True
3079,1,Japan League Play,5,Sapporo,10,14,Kawasaki,False
3080,1,Japan League Play,5,Fukuoka,8,6,Kobe,False
3081,1,Kazakhstan League Play,5,Almaty,11,9,Kostanay,False
3082,1,Kazakhstan League Play,5,Aktau,12,9,Petropavl,False
3083,1,Kazakhstan League Play,5,Rudny,9,20,Oral,False
3084,1,Kazakhstan League Play,5,Ekibastuz,9,10,Kyzylorda,False
3085,1,Kazakhstan League Play,5,Kokshetau,9,8,Turkestan,True
3086,1,Kazakhstan League Play,5,Shymkent,9,12,Temirtau,False
3087,1,Kazakhstan League Play,5,Astana,19,8,Ust-Kamenogorsk,False
3088,1,Kazakhstan League Play,5,Karaganda,11,15,Atyrau,False
3089,1,Kazakhstan League Play,5,Aktobe,8,13,Semey,False
3090,1,Kazakhstan League Play,5,Taraz,9,11,Pavlodar,False
3091,1,Kenya League Play,5,Nairobi,24,8,Nyeri,False
3092,1,Kenya League Play,5,Wajir,9,13,Kericho,False
3093,1,Kenya League Play,5,Naivasha,10,17,Malindi,False
3094,1,Kenya League Play,5,Embu,9,11,Meru,False
3095,1,Kenya League Play,5,Lamu,4,8,Kisii,False
3096,1,Kenya League Play,5,Mombasa,17,11,Kitale,False
3097,1,Kenya League Play,5,Kisumu,11,6,Garissa,False
3098,1,Kenya League Play,5,Nakuru,11,10,Thika,False
3099,1,Kenya League Play,5,Eldoret,8,10,Machakos,False
3100,1,Kenya League Play,5,Ruiru,8,10,Kikuyu,False
3101,1,Kuwait League Play,5,Kuwait City,17,10,Fintas,False
3102,1,Kuwait League Play,5,Abu Halifa,9,8,Mishref,False
3103,1,Kuwait League Play,5,Ruq'i,9,14,Salwa,False
3104,1,Kuwait League Play,5,Um Al Hayman,10,9,Bayan,False
3105,1,Kuwait League Play,5,Sabahiya,14,11,Ar Riqqah,False
3106,1,Kuwait League Play,5,Hawalli,11,10,Al-Mangaf,True
3107,1,Kuwait League Play,5,Al Farwaniyah,16,10,Sabah Al-Salem,False
3108,1,Kuwait League Play,5,Al Ahmadi,21,8,Rumaithiyya,False
3109,1,Kuwait League Play,5,Jahra,10,9,Fahaheel,True
3110,1,Kuwait League Play,5,Mubarak Al-Kabeer,8,7,Salmiya,False
3111,1,Malaysia League Play,5,Kuala Lumpur,17,8,Kuantan,False
3112,1,Malaysia League Play,5,Alor Setar,7,8,Malacca,False
3113,1,Malaysia League Play,5,Kuala Terengganu,6,10,Kota Bharu,False
3114,1,Malaysia League Play,5,Miri,11,19,Kota Kinabalu,False
3115,1,Malaysia League Play,5,Putrajaya,10,15,Seremban,False
3116,1,Malaysia League Play,5,Klang,12,10,Ampang Jaya,False
3117,1,Malaysia League Play,5,Johor Bahru,15,10,Kajang,False
3118,1,Malaysia League Play,5,Penang,9,11,Petaling Jaya,False
3119,1,Malaysia League Play,5,Ipoh,14,10,Shah Alam,False
3120,1,Malaysia League Play,5,Subang Jaya,11,9,Kuching,False
3121,1,Mexico League Play,5,Mexico City,13,5,Saltillo,False
3122,1,Mexico League Play,5,San Luis Potosi,10,9,Culiacan,True
3123,1,Mexico League Play,5,Aguascalientes,7,6,Hermosillo,True
3124,1,Mexico League Play,5,Mexicali,6,9,Merida,False
3125,1,Mexico League Play,5,Acapulco,10,8,Naucalpan,False
3126,1,Mexico League Play,5,Puebla,15,9,Chihuahua,False
3127,1,Mexico League Play,5,Ecatepec,10,14,Nezahualcoyotl,False
3128,1,Mexico League Play,5,Tijuana,9,12,Monterrey,False
3129,1,Mexico League Play,5,Leon,11,12,Zapopan,False
3130,1,Mexico League Play,5,Juarez,15,10,Guadalajara,False
3131,1,Morocco League Play,5,Casablanca,9,8,Nador,False
3132,1,Morocco League Play,5,Beni Mellal,11,10,Taza,False
3133,1,Morocco League Play,5,El Jadida,6,12,Khouribga,False
3134,1,Morocco League Play,5,Mohammedia,9,11,Temara,False
3135,1,Morocco League Play,5,Al Hoceima,8,9,Safi,False
3136,1,Morocco League Play,5,Rabat,9,11,Tetouan,False
3137,1,Morocco League Play,5,Fes,13,10,Oujda,False
3138,1,Morocco League Play,5,Tangier,14,11,Kenitra,False
3139,1,Morocco League Play,5,Sale,12,9,Meknes,False
3140,1,Morocco League Play,5,Marrakech,9,10,Agadir,False
3141,1,Netherlands League Play,5,Amsterdam,15,9,Zaanstad,False
3142,1,Netherlands League Play,5,Amersfoort,6,7,Apeldoorn,False
3143,1,Netherlands League Play,5,Dordrecht,10,14,Haarlem,False
3144,1,Netherlands League Play,5,Leiden,14,10,Enschede,False
3145,1,Netherlands League Play,5,Zwolle,10,9,Haarlemmermeer,False
3146,1,Netherlands League Play,5,Rotterdam,14,7,Arnhem,False
3147,1,Netherlands League Play,5,The Hague,9,10,Nijmegen,False
3148,1,Netherlands League Play,5,Utrecht,11,9,Breda,False
3149,1,Netherlands League Play,5,Tilburg,8,9,Almere,False
3150,1,Netherlands League Play,5,Eindhoven,12,10,Groningen,False
3151,1,New Zealand League Play,5,Auckland,12,6,Levin,False
3152,1,New Zealand League Play,5,Masterton,10,13,Gisborne,False
3153,1,New Zealand League Play,5,Taupo,14,8,Invercargill,False
3154,1,New Zealand League Play,5,Timaru,9,8,Whanganui,True
3155,1,New Zealand League Play,5,Blenheim,11,10,Rotorua,True
3156,1,New Zealand League Play,5,Wellington,18,9,Nelson,False
3157,1,New Zealand League Play,5,Christchurch,8,7,New Plymouth,True
3158,1,New Zealand League Play,5,Hamilton,13,7,Whangarei,False
3159,1,New Zealand League Play,5,Tauranga,11,7,Palmerston North,False
3160,1,New Zealand League Play,5,Napier-Hastings,8,7,Dunedin,True
3161,1,Nigeria League Play,5,Lagos,13,9,Warri,False
3162,1,Nigeria League Play,5,Sokoto,8,11,Onitsha,False
3163,1,Nigeria League Play,5,Abeokuta,9,10,Ogbomosho,False
3164,1,Nigeria League Play,5,Asaba,11,14,Enugu,False
3165,1,Nigeria League Play,5,Owerri,7,16,Aba,False
3166,1,Nigeria League Play,5,Kano,12,8,Jos,False
3167,1,Nigeria League Play,5,Ibadan,17,9,Ilorin,False
3168,1,Nigeria League Play,5,Abuja,10,8,Zaria,False
3169,1,Nigeria League Play,5,Port Harcourt,10,5,Maiduguri,False
3170,1,Nigeria League Play,5,Benin City,13,10,Kaduna,False
3171,1,Norway League Play,5,Oslo,13,7,Porsgrunn,False
3172,1,Norway League Play,5,Haugesund,15,9,Alesund,False
3173,1,Norway League Play,5,Lillehammer,8,12,Tonsberg,False
3174,1,Norway League Play,5,Molde,8,9,Bodø,False
3175,1,Norway League Play,5,Kongsberg,8,11,Sarpsborg,False
3176,1,Norway League Play,5,Bergen,13,10,Asker,False
3177,1,Norway League Play,5,Stavanger,6,5,Sandefjord,True
3178,1,Norway League Play,5,Trondheim,11,7,Skien,False
3179,1,Norway League Play,5,Kristiansand,6,8,Sandnes,False
3180,1,Norway League Play,5,Drammen,11,8,Fredrikstad,False
3181,1,Oman League Play,5,Muscat,17,9,Bahla,False
3182,1,Oman League Play,5,Al Suwaiq,10,12,Al Buraymi,False
3183,1,Oman League Play,5,Shinas,13,5,Izki,False
3184,1,Oman League Play,5,Al Hamra,8,11,Al Khaburah,False
3185,1,Oman League Play,5,Khasab,9,10,Saham,False
3186,1,Oman League Play,5,Seeb,19,10,Ibri,False
3187,1,Oman League Play,5,Salalah,9,8,Ibra,False
3188,1,Oman League Play,5,Sohar,8,9,Bidbid,False
3189,1,Oman League Play,5,Al Khuwair,14,8,Rustaq,False
3190,1,Oman League Play,5,Nizwa,12,11,Sur,True
3191,1,Pakistan League Play,5,Karachi,13,7,Jhang,False
3192,1,Pakistan League Play,5,Rahim Yar Khan,13,9,Dera Ghazi Khan,False
3193,1,Pakistan League Play,5,Sheikhupura,9,13,Gujrat,False
3194,1,Pakistan League Play,5,Larkana,9,8,Sialkot,False
3195,1,Pakistan League Play,5,Sukkur,12,7,Sargodha,False
3196,1,Pakistan League Play,5,Lahore,17,9,Quetta,False
3197,1,Pakistan League Play,5,Faisalabad,10,8,Bahawalpur,False
3198,1,Pakistan League Play,5,Gujranwala,9,8,Islamabad,False
3199,1,Pakistan League Play,5,Rawalpindi,7,14,Hyderabad,False
3200,1,Pakistan League Play,5,Multan,12,8,Peshawar,False
3201,1,Peru League Play,5,Lima,15,7,Sullana,False
3202,1,Peru League Play,5,Pisco,10,7,Huanuco,False
3203,1,Peru League Play,5,Tumbes,13,6,Ica,False
3204,1,Peru League Play,5,Puno,9,13,Juliaca,False
3205,1,Peru League Play,5,Ayacucho,11,7,Pucallpa,False
3206,1,Peru League Play,5,Callao,10,8,Tacna,False
3207,1,Peru League Play,5,Arequipa,8,5,Huancayo,False
3208,1,Peru League Play,5,Trujillo,13,10,Cusco,False
3209,1,Peru League Play,5,Piura,11,10,Chimbote,False
3210,1,Peru League Play,5,Iquitos,12,9,Chiclayo,False
3211,1,Philippines League Play,5,Quezon City,14,8,Las Piñas,False
3212,1,Philippines League Play,5,Muntinlupa,13,11,Bacoor,False
3213,1,Philippines League Play,5,Makati,7,6,Parañaque,False
3214,1,Philippines League Play,5,Imus,10,9,Valenzuela,False
3215,1,Philippines League Play,5,Marikina,8,12,Dasmariñas,False
3216,1,Philippines League Play,5,Davao,13,9,Cagayan de Oro,False
3217,1,Philippines League Play,5,Manila,10,12,General Santos,False
3218,1,Philippines League Play,5,Caloocan,9,7,Taguig,False
3219,1,Philippines League Play,5,Zamboanga,12,10,Pasig,False
3220,1,Philippines League Play,5,Cebu City,9,12,Antipolo,False
3221,1,Poland League Play,5,Warsaw,11,9,Rzeszow,False
3222,1,Poland League Play,5,Sosnowiec,8,5,Kielce,False
3223,1,Poland League Play,5,Torun,11,7,Radom,False
3224,1,Poland League Play,5,Zabrze,10,13,Czestochowa,False
3225,1,Poland League Play,5,Gliwice,8,12,Gdynia,False
3226,1,Poland League Play,5,Krakow,7,6,Bialystok,False
3227,1,Poland League Play,5,Lodz,15,10,Katowice,False
3228,1,Poland League Play,5,Wroclaw,13,8,Bydgoszcz,False
3229,1,Poland League Play,5,Poznan,8,11,Lublin,False
3230,1,Poland League Play,5,Gdansk,11,9,Szczecin,False
3231,1,Portugal League Play,5,Lisbon,19,11,Portimao,False
3232,1,Portugal League Play,5,Faro,9,10,Aveiro,False
3233,1,Portugal League Play,5,Viseu,7,9,Queluz,False
3234,1,Portugal League Play,5,Évora,15,9,Loures,False
3235,1,Portugal League Play,5,Leiria,8,9,Barreiro,False
3236,1,Portugal League Play,5,Vila Nova de Gaia,7,9,Agualva-Cacem,False
3237,1,Portugal League Play,5,Porto,7,4,Coimbra,False
3238,1,Portugal League Play,5,Braga,9,8,Funchal,False
3239,1,Portugal League Play,5,Amadora,8,12,Sintra,False
3240,1,Portugal League Play,5,Almada,8,10,Setúbal,False
3241,1,Qatar League Play,5,Doha,16,6,Madinat ash Shamal,False
3242,1,Qatar League Play,5,Al Shahaniya,9,10,Fereej Bin Mahmoud,False
3243,1,Qatar League Play,5,Education City,10,9,Fereej Abdul Aziz,False
3244,1,Qatar League Play,5,West Bay,8,10,Madinat Khalifa,False
3245,1,Qatar League Play,5,Ain Khaled,13,8,Al Aziziyah,False
3246,1,Qatar League Play,5,Al Rayyan,12,6,Al Markhiya,False
3247,1,Qatar League Play,5,Al Wakrah,11,8,Al Khor,False
3248,1,Qatar League Play,5,Lusail,8,5,Mesaieed,False
3249,1,Qatar League Play,5,Al Daayen,9,13,Umm Salal,False
3250,1,Qatar League Play,5,Muaither,14,5,The Pearl,False
3251,1,Romania League Play,5,Bucharest,18,8,Targu Mures,False
3252,1,Romania League Play,5,Buzau,9,11,Pitesti,False
3253,1,Romania League Play,5,Baia Mare,7,9,Sibiu,False
3254,1,Romania League Play,5,Ramnicu Valcea,7,11,Bacau,False
3255,1,Romania League Play,5,Botoșani,15,9,Arad,False
3256,1,Romania League Play,5,Cluj-Napoca,9,6,Braila,False
3257,1,Romania League Play,5,Timisoara,11,8,Ploiesti,False
3258,1,Romania League Play,5,Constanta,8,13,Oradea,False
3259,1,Romania League Play,5,Iasi,9,14,Galati,False
3260,1,Romania League Play,5,Brasov,14,8,Craiova,False
3261,1,Russia League Play,5,Moscow,12,11,Krasnodar,True
3262,1,Russia League Play,5,Saratov,14,10,Volgograd,False
3263,1,Russia League Play,5,Tyumen,6,12,Perm,False
3264,1,Russia League Play,5,Tolyatti,6,8,Voronezh,False
3265,1,Russia League Play,5,Izhevsk,11,7,Krasnoyarsk,False
3266,1,Russia League Play,5,Saint Petersburg,17,9,Ufa,False
3267,1,Russia League Play,5,Novosibirsk,12,10,Rostov-on-Don,False
3268,1,Russia League Play,5,Yekaterinburg,10,9,Omsk,False
3269,1,Russia League Play,5,Kazan,9,11,Samara,False
3270,1,Russia League Play,5,Nizhny Novgorod,7,6,Chelyabinsk,False
3271,1,Saudi Arabia League Play,5,Riyadh,13,6,Hafar Al-Batin,False
3272,1,Saudi Arabia League Play,5,Jizan,7,12,Najran,False
3273,1,Saudi Arabia League Play,5,Al-Qatif,15,12,Jubail,False
3274,1,Saudi Arabia League Play,5,Yanbu,8,15,Hail,False
3275,1,Saudi Arabia League Play,5,Khurais,9,14,Al-Ahsa,False
3276,1,Saudi Arabia League Play,5,Jeddah,11,8,Abha,False
3277,1,Saudi Arabia League Play,5,Mecca,16,10,Qassim,False
3278,1,Saudi Arabia League Play,5,Medina,13,9,Khamis Mushait,False
3279,1,Saudi Arabia League Play,5,Dammam,11,10,Tabuk,False
3280,1,Saudi Arabia League Play,5,Taif,7,6,Khobar,False
3281,1,Singapore League Play,5,Singapore,17,6,Toa Payoh,False
3282,1,Singapore League Play,5,Bishan,12,9,Geylang,False
3283,1,Singapore League Play,5,Clementi,9,17,Pasir Ris,False
3284,1,Singapore League Play,5,Queenstown,7,8,Serangoon,False
3285,1,Singapore League Play,5,Kallang,9,10,Bukit Batok,False
3286,1,Singapore League Play,5,Bedok,13,8,Ang Mo Kio,False
3287,1,Singapore League Play,5,Jurong West,11,9,Choa Chu Kang,False
3288,1,Singapore League Play,5,Tampines,9,8,Punggol,False
3289,1,Singapore League Play,5,Woodlands,10,7,Yishun,False
3290,1,Singapore League Play,5,Sengkang,11,9,Hougang,False
3291,1,Slovakia League Play,5,Bratislava,18,11,Levice,False
3292,1,Slovakia League Play,5,Humenne,7,13,Komarno,False
3293,1,Slovakia League Play,5,Bardejov,13,9,Spišská Nová Ves,False
3294,1,Slovakia League Play,5,Prievidza,9,8,Nove Zamky,False
3295,1,Slovakia League Play,5,Zvolen,11,17,Michalovce,False
3296,1,Slovakia League Play,5,Kosice,20,12,Povazska Bystrica,False
3297,1,Slovakia League Play,5,Prešov,13,10,Trenčín,False
3298,1,Slovakia League Play,5,Banská Bystrica,7,13,Poprad,False
3299,1,Slovakia League Play,5,Zilina,10,8,Martin,False
3300,1,Slovakia League Play,5,Trnava,9,16,Nitra,False
3301,1,South Africa League Play,5,Johannesburg,16,9,Newcastle,False
3302,1,South Africa League Play,5,Krugersdorp,11,10,Welkom,False
3303,1,South Africa League Play,5,Richards Bay,7,9,Boksburg,False
3304,1,South Africa League Play,5,Witbank,11,7,Bloemfontein,False
3305,1,South Africa League Play,5,Vanderbijlpark,11,10,Vereeniging,True
3306,1,South Africa League Play,5,Cape Town,18,9,Tembisa,False
3307,1,South Africa League Play,5,Durban,14,9,Benoni,False
3308,1,South Africa League Play,5,Ekurhuleni,21,10,East London,False
3309,1,South Africa League Play,5,Pretoria,12,8,Pietermaritzburg,False
3310,1,South Africa League Play,5,Soweto,12,7,Port Elizabeth,False
3311,1,South Korea League Play,5,Seoul,9,5,Namyangju,False
3312,1,South Korea League Play,5,Ansan,9,10,Hwaseong,False
3313,1,South Korea League Play,5,Jeonju,10,15,Bucheon,False
3314,1,South Korea League Play,5,Cheonan,7,8,Cheongju,False
3315,1,South Korea League Play,5,Anyang,8,4,Seongnam,False
3316,1,South Korea League Play,5,Busan,12,9,Changwon,False
3317,1,South Korea League Play,5,Incheon,9,7,Goyang,False
3318,1,South Korea League Play,5,Daegu,10,11,Yongin,False
3319,1,South Korea League Play,5,Daejeon,8,6,Ulsan,False
3320,1,South Korea League Play,5,Gwangju,11,6,Suwon,False
3321,1,Spain League Play,5,Madrid,11,16,Hospitalet,False
3322,1,Spain League Play,5,La Coruna,10,13,Gijon,False
3323,1,Spain League Play,5,Vitoria,9,8,Vigo,True
3324,1,Spain League Play,5,Granada,9,8,Valladolid,True
3325,1,Spain League Play,5,Elche,6,7,Cordoba,False
3326,1,Spain League Play,5,Barcelona,15,10,Alicante,False
3327,1,Spain League Play,5,Valencia,11,9,Bilbao,False
3328,1,Spain League Play,5,Zaragoza,6,7,Las Palmas,False
3329,1,Spain League Play,5,Seville,11,7,Palma,False
3330,1,Spain League Play,5,Malaga,15,10,Murcia,False
3331,1,Sweden League Play,5,Stockholm,16,10,Huddinge,False
3332,1,Sweden League Play,5,Eskilstuna,11,9,Nacka,False
3333,1,Sweden League Play,5,Karlstad,18,8,Gavle,False
3334,1,Sweden League Play,5,Sodertalje,10,19,Boras,False
3335,1,Sweden League Play,5,Sundsvall,10,14,Vasteras,False
3336,1,Sweden League Play,5,Gothenburg,20,10,Umea,False
3337,1,Sweden League Play,5,Malmo,14,8,Lund,False
3338,1,Sweden League Play,5,Uppsala,9,13,Jonkoping,False
3339,1,Sweden League Play,5,Linkoping,9,11,Norrkoping,False
3340,1,Sweden League Play,5,Orebro,12,7,Helsingborg,False
3341,1,Switzerland League Play,5,Zurich,15,8,Schaffhausen,False
3342,1,Switzerland League Play,5,Sion,6,5,La Chaux-de-Fonds,False
3343,1,Switzerland League Play,5,Chur,9,15,Fribourg,False
3344,1,Switzerland League Play,5,Vernier,9,14,Koniz,False
3345,1,Switzerland League Play,5,Uster,9,13,Thun,False
3346,1,Switzerland League Play,5,Geneva,10,12,Neuchatel,False
3347,1,Switzerland League Play,5,Basel,9,8,Biel,True
3348,1,Switzerland League Play,5,Lausanne,9,11,Lugano,False
3349,1,Switzerland League Play,5,Bern,9,15,Lucerne,False
3350,1,Switzerland League Play,5,Winterthur,10,9,St. Gallen,True
3351,1,Thailand League Play,5,Bangkok,14,8,Nakhon Si Thammarat,False
3352,1,Thailand League Play,5,Nakhon Pathom,10,6,Rayong,False
3353,1,Thailand League Play,5,Songkhla,8,9,Mueang Nakhon Sawan,False
3354,1,Thailand League Play,5,Lampang,10,14,Phitsanulok,False
3355,1,Thailand League Play,5,Chiang Rai,11,17,Ubon Ratchathani,False
3356,1,Thailand League Play,5,Samut Prakan,11,6,Pattaya,False
3357,1,Thailand League Play,5,Nonthaburi,14,8,Surat Thani,False
3358,1,Thailand League Play,5,Hat Yai,17,8,Chiang Mai,False
3359,1,Thailand League Play,5,Udon Thani,8,9,Khon Kaen,False
3360,1,Thailand League Play,5,Chon Buri,9,12,Nakhon Ratchasima,False
3361,1,Turkey League Play,5,Istanbul,18,10,Kahramanmaras,False
3362,1,Turkey League Play,5,Atasehir,7,16,Pendik,False
3363,1,Turkey League Play,5,Trabzon,7,11,Malatya,False
3364,1,Turkey League Play,5,Erzurum,9,8,Umraniye,False
3365,1,Turkey League Play,5,Sisli,9,16,Esenyurt,False
3366,1,Turkey League Play,5,Ankara,16,9,Diyarbakir,False
3367,1,Turkey League Play,5,Izmir,18,11,Kayseri,False
3368,1,Turkey League Play,5,Gaziantep,11,10,Mersin,True
3369,1,Turkey League Play,5,Bursa,9,8,Antalya,True
3370,1,Turkey League Play,5,Adana,11,7,Konya,False
3371,1,Ukraine League Play,5,Kyiv,13,10,Poltava,False
3372,1,Ukraine League Play,5,Chernihiv,6,18,Kherson,False
3373,1,Ukraine League Play,5,Luhansk,9,11,Symferopol,False
3374,1,Ukraine League Play,5,Bila Tserkva,8,10,Sevastopol,False
3375,1,Ukraine League Play,5,Chernivtsi,7,11,Makiivka,False
3376,1,Ukraine League Play,5,Kharkiv,8,10,Vinnytsia,False
3377,1,Ukraine League Play,5,Odessa,7,9,Mykolaiv,False
3378,1,Ukraine League Play,5,Dnipro,11,9,Mariupol,False
3379,1,Ukraine League Play,5,Donetsk,9,8,Kryvyi Rih,False
3380,1,Ukraine League Play,5,Zaporizhzhia,9,8,Lviv,True
3381,1,United Arab Emirates League Play,5,Dubai,10,7,Al Muwaylih,False
3382,1,United Arab Emirates League Play,5,Ruwais,8,10,Dibba Al-Hisn,False
3383,1,United Arab Emirates League Play,5,Dhaid,11,7,Khor Fakkan,False
3384,1,United Arab Emirates League Play,5,Al Hamriyah,9,8,Kalba,True
3385,1,United Arab Emirates League Play,5,Madinat Zayed,6,9,Umm Al Quwain,False
3386,1,United Arab Emirates League Play,5,Abu Dhabi,15,7,Khalifa City,False
3387,1,United Arab Emirates League Play,5,Sharjah,10,7,Al Quoz,False
3388,1,United Arab Emirates League Play,5,Al Ain,16,9,Fujairah,False
3389,1,United Arab Emirates League Play,5,Deira,10,8,Ras Al Khaimah,False
3390,1,United Arab Emirates League Play,5,Ajman,16,9,Bur Dubai,False
3391,1,United Kingdom League Play,5,London,15,11,Newcastle,False
3392,1,United Kingdom League Play,5,Brighton,10,11,Nottingham,False
3393,1,United Kingdom League Play,5,Plymouth,11,10,Belfast,False
3394,1,United Kingdom League Play,5,Hull,10,8,Leicester,False
3395,1,United Kingdom League Play,5,Stoke,8,7,Cardiff,True
3396,1,United Kingdom League Play,5,Birmingham,15,9,Coventry,False
3397,1,United Kingdom League Play,5,Leeds,8,12,Bristol,False
3398,1,United Kingdom League Play,5,Glasgow,11,10,Liverpool,False
3399,1,United Kingdom League Play,5,Sheffield,13,10,Edinburgh,False
3400,1,United Kingdom League Play,5,Manchester,11,7,Bradford,False
3401,1,United States League Play,5,New York,9,8,Indianapolis,False
3402,1,United States League Play,5,San Francisco,10,9,Charlotte,False
3403,1,United States League Play,5,Seattle,16,11,Columbus,False
3404,1,United States League Play,5,Denver,7,8,Jacksonville,False
3405,1,United States League Play,5,Nashville,6,7,Fort Worth,False
3406,1,United States League Play,5,Los Angeles,12,9,Austin,False
3407,1,United States League Play,5,Chicago,12,9,San Jose,False
3408,1,United States League Play,5,Houston,9,12,Dallas,False
3409,1,United States League Play,5,Philadelphia,9,12,San Diego,False
3410,1,United States League Play,5,Phoenix,9,13,San Antonio,False
3411,1,Vietnam League Play,5,Ho Chi Minh City,18,10,Da Lat,False
3412,1,Vietnam League Play,5,Ca Mau,11,8,Bac Ninh,False
3413,1,Vietnam League Play,5,Rach Gia,9,10,Vinh,False
3414,1,Vietnam League Play,5,My Tho,7,6,Quy Nhon,True
3415,1,Vietnam League Play,5,Nam Dinh,9,14,Long Xuyen,False
3416,1,Vietnam League Play,5,Hanoi,14,7,Thai Nguyen,False
3417,1,Vietnam League Play,5,Haiphong,11,9,Vung Tau,False
3418,1,Vietnam League Play,5,Bien Hoa,15,10,Hue,False
3419,1,Vietnam League Play,5,Can Tho,13,6,Nha Trang,False
3420,1,Vietnam League Play,5,Da Nang,10,9,Buon Ma Thuot,True
3421,1,WCQ Europe STAGE 1 GROUP 1,3,Sweden,15,9,Belgium,False
3422,1,WCQ Europe STAGE 1 GROUP 1,3,Turkey,11,18,Spain,False
3423,1,WCQ Europe STAGE 1 GROUP 1,3,Portugal,9,13,Italy,False
3424,1,WCQ Europe STAGE 1 GROUP 2,3,Germany,5,4,Switzerland,False
3425,1,WCQ Europe STAGE 1 GROUP 2,3,Czech Republic,7,4,Hungary,False
3426,1,WCQ Europe STAGE 1 GROUP 2,3,Romania,8,10,Netherlands,False
3427,1,WCQ Europe STAGE 1 GROUP 3,3,Russia,12,7,Denmark,False
3428,1,WCQ Europe STAGE 1 GROUP 3,3,France,9,10,Slovakia,False
3429,1,WCQ Europe STAGE 1 GROUP 3,3,Ireland,9,8,United Kingdom,False
3430,1,WCQ Europe STAGE 1 GROUP 4,3,Greece,10,7,Poland,False
3431,1,WCQ Europe STAGE 1 GROUP 4,3,Ukraine,9,15,Austria,False
3432,1,WCQ Europe STAGE 1 GROUP 4,3,Finland,5,7,Norway,False
3433,1,WCQ Asia Stage 1,3,China,9,11,Bangladesh,False
3434,1,WCQ Asia Stage 1,3,Japan,11,9,Vietnam,False
3435,1,WCQ Asia Stage 1,3,India,7,11,Australia,False
3436,1,WCQ Asia Stage 1,3,Malaysia,6,10,Philippines,False
3437,1,WCQ Americas,3,Chile,13,10,Ecuador,False
3438,1,WCQ Americas,3,Argentina,7,8,Brazil,False
3439,1,WCQ Americas,3,United States,7,5,Peru,False
3440,1,WCQ Americas,3,Canada,9,12,Mexico,False
3441,1,WCQ MEA STAGE 1 GROUP 1,3,Oman,10,17,United Arab Emirates,False
3442,1,WCQ MEA STAGE 1 GROUP 1,3,Israel,14,10,Kuwait,False
3443,1,WCQ MEA STAGE 1 GROUP 2,3,Saudi Arabia,12,10,South Africa,False
3444,1,WCQ MEA STAGE 1 GROUP 2,3,Algeria,6,14,Iraq,False
3445,1,WCQ MEA STAGE 1 GROUP 3,3,Kenya,7,10,Egypt,False
3446,1,WCQ MEA STAGE 1 GROUP 3,3,Nigeria,6,5,Qatar,True
3447,1,Algeria League Play,6,Algiers,17,9,Jijel,False
3448,1,Algeria League Play,6,Médéa,13,8,Mostaganem,False
3449,1,Algeria League Play,6,El Oued,9,16,Skikda,False
3450,1,Algeria League Play,6,Tiaret,14,10,Sidi Bel Abbes,False
3451,1,Algeria League Play,6,Béchar,10,9,Tébessa,True
3452,1,Algeria League Play,6,Tlemcen,11,13,Bejaia,False
3453,1,Algeria League Play,6,Oran,17,10,Biskra,False
3454,1,Algeria League Play,6,Constantine,8,11,Djelfa,False
3455,1,Algeria League Play,6,Setif,8,10,Annaba,False
3456,1,Algeria League Play,6,Batna,11,8,Blida,False
3457,1,Angola League Play,6,Luanda,16,11,Ndalatando,False
3458,1,Angola League Play,6,Lucapa,10,7,Xangongo,False
3459,1,Angola League Play,6,Cazombo,9,16,Longonjo,False
3460,1,Angola League Play,6,Soyo,9,10,Dundo,False
3461,1,Angola League Play,6,Saurimo,10,8,Kuito,False
3462,1,Angola League Play,6,Menongue,6,8,Namibe,False
3463,1,Angola League Play,6,Huambo,14,8,Uige,False
3464,1,Angola League Play,6,Lobito,13,10,Sumbe,False
3465,1,Angola League Play,6,Cabinda,8,9,Malanje,False
3466,1,Angola League Play,6,Lubango,13,8,Benguela,False
3467,1,Argentina League Play,6,Buenos Aires,17,8,San Juan,False
3468,1,Argentina League Play,6,Resistencia,10,14,Florencio Varela,False
3469,1,Argentina League Play,6,Corrientes,10,8,Moreno,False
3470,1,Argentina League Play,6,Neuquen,10,17,Lanus,False
3471,1,Argentina League Play,6,General Pueyrredon,9,7,Almirante Brown,False
3472,1,Argentina League Play,6,Santiago del Estero,7,14,Santa Fe,False
